0,1,2,3,4,5,6
97.88883,39.523827,-1.49978739E9,10.0,10.0,4.369023,0.0
27.636515,125.492424,-4.45441344E8,10.0,10.0,0.54864186,0.0
59.061756,104.20631,1.86535296E9,10.0,10.0,3.5665648,1.0
40.051476,95.692276,-9.8720435E8,10.0,9.906952,4.87224,0.0
45.016132,85.52879,-8.5442989E8,10.0,10.0,1.9378879,0.0
52.81003,104.27696,-6.6908557E8,10.0,9.942722,2.959335,0.0
54.919796,73.04675,-1.64298752E9,10.0,10.0,1.8456855,0.0
94.19429,128.71352,-2.47056352E8,10.0,10.0,1.2326562,0.0
67.79195,90.74643,-5.3344976E8,7.0458384,4.417479,1.1579292,0.0
30.789837,132.27051,-1.40011046E9,10.0,10.0,5.6105666,1.0
45.2245,9.144447,1.21713664E9,10.0,10.0,1.8030251,0.0
49.7062,129.90533,-1.58410982E9,9.715743,10.0,5.1418753,0.0
51.468872,125.03111,-8.2024614E8,10.0,9.727494,0.0,0.0
116.786865,123.108826,-1.30389786E9,8.973738,8.539974,2.2084455,0.0
51.476986,67.041794,-7.6526106E8,10.0,10.0,0.0,0.0
19.638033,106.906586,1.57981926E9,10.0,10.0,3.751697,0.0
95.84342,97.56475,-1.1201129E9,10.0,10.0,4.2863226,0.0
115.62745,98.40881,-1.43797299E9,10.0,10.0,4.2593756,0.0
76.375725,88.78603,1.8031575E9,9.925371,10.0,1.0240331,0.0
138.27875,119.54993,-9.7282406E8,9.976117,10.0,2.3275876,1.0
46.53342,27.594254,1.92223667E9,10.0,10.0,4.6903167,1.0
41.0876,81.11101,-9.7052109E8,10.0,10.0,5.2450647,1.0
91.31405,110.18891,-1.31047782E9,1.0,10.0,4.482673,1.0
61.949585,21.135658,-7.511961E8,6.6984262,10.0,2.7316203,0.0
134.01727,140.50858,-3.63688384E8,10.0,10.0,2.742214,0.0
86.83633,22.804268,-8.3155597E8,10.0,10.0,5.786443,0.0
131.53465,114.817055,-1.36811955E9,9.85975,9.3051815,0.8680266,1.0
79.46083,117.41907,-6.9252352E7,8.326181,8.911131,3.1600206,0.0
55.70306,80.8547,-1.26476826E9,10.0,8.863322,1.2101171,0.0
