x,y,c,w,h,r,alpha,type
26.22485,79.857346,-11633410,17.098665,3.699435,2.0330584,26.122108,1
144.7339,143.54259,-2193450,6.2748,1.2694068,4.674397,12.163036,1
1.6760767,68.17845,-15942584,20.0,13.354176,0.8840883,8.022182,1
21.644646,66.459625,-15746003,18.537344,0.21981362,2.0404558,12.826911,0
42.14696,61.908226,-9055142,4.775557,7.103262,2.0803013,58.71957,1
26.581562,143.93907,-15335305,4.8709517,0.4731098,3.9801145,103.90901,1
46.43554,53.351185,-8827596,16.974337,10.298682,3.074578,4.339899,1
6.372133,135.95927,-13052685,3.307513,6.5327125,0.6943087,16.468498,1
61.18792,67.25873,-2110816,12.866301,7.7848215,5.638755,82.262985,0
8.621729,0.0022619963,-4129035,12.205139,13.468716,4.8746634,30.270575,0
150.0,98.34587,-12344664,5.050384,1.0625725,4.601678,42.98185,1
22.448292,95.17267,-577633,8.309855,6.906755,0.83894145,10.47391,1
119.716705,67.23843,-10122888,18.23136,14.66764,1.0977505,17.223032,0
127.87228,79.14577,-2685468,9.639398,9.900992,2.1929088,11.500508,1
