x,y,c,w,h,r,alpha,type
114.05324,99.57401,-15705969,19.19399,20.0,5.5237484,52.954956,0
7.1865454,33.31462,-11445899,14.353325,5.630544,4.4968257,170.82109,1
40.676525,59.456963,-15784958,15.792031,12.376013,0.0,124.36726,0
125.90833,144.32353,-15326596,4.6343265,1.1267674,4.935836,180.1026,1
51.645233,99.81441,-13155781,10.649669,20.0,5.9657736,111.01019,1
31.820053,14.221422,-8163795,6.212549,18.990816,0.87573314,29.548735,1
103.573975,93.03175,-4728017,11.264326,7.4690323,1.4210488,110.19118,0
133.08626,124.24812,-11257998,3.2124863,11.782529,3.0519652,199.44016,0
18.139894,17.19766,-664335,18.497192,20.0,4.7489696,81.27233,0
99.59676,86.00705,-9858368,8.441973,4.0679035,2.0468009,115.65432,0
142.96547,140.18968,-15328512,20.0,20.0,3.0321176,136.17151,1
52.632298,13.084555,-3885960,20.0,7.895826,2.369284,48.29546,0
49.26434,91.99037,-15161648,8.064415,18.172497,3.1703517,16.160553,0
22.831568,17.34059,-15782358,20.0,16.95561,5.9656234,19.529625,0
35.047043,79.7423,-15720653,10.900091,20.0,6.2831855,154.776,1
91.791794,100.97351,-15104509,8.640829,8.789892,3.7537746,25.638485,1
115.29089,66.11078,-6750289,9.53272,18.290579,1.755261,28.257696,1
17.230593,108.44551,-14665434,18.772507,5.9736986,0.93350124,21.736404,0
51.14134,44.625744,-16374000,14.571363,10.714488,1.2664429,117.72413,0
62.298405,7.283556,-7532788,7.7987437,20.0,0.40749183,13.858456,1
78.48201,73.32385,-3521418,13.470948,4.973835,0.46150798,47.63038,0
77.90456,46.06144,-977300,9.028423,14.905715,0.81144714,25.45068,0
22.278307,44.5314,-3292418,12.830235,17.94077,3.1558323,40.8961,0
24.177013,99.44516,-10582965,20.0,20.0,5.511564,44.217606,1
16.458042,39.065224,-15754511,20.0,20.0,6.2831855,14.624845,0
122.86047,42.914726,-13151972,14.622136,11.679862,0.0,5.919837,0
82.6537,57.428993,-14502219,12.310325,15.701932,0.24782331,40.8217,0
78.46839,66.06106,-471357,20.0,12.960064,5.140827,93.27773,0
141.96185,42.33212,-5321217,20.0,20.0,3.4121275,89.15649,0
63.481922,1.886216,-3974547,6.3444653,12.309426,2.9375155,237.57072,0
95.38012,145.43312,-3313887,5.9134026,9.550139,6.2831855,200.98088,0
84.058426,82.93612,-3287630,18.996649,17.340496,5.745544,124.56978,1
124.860085,60.34006,-8475762,19.852737,18.085041,0.89987373,34.748856,0
73.37886,49.15877,-12740832,11.731212,19.778275,4.727299,22.234718,0
117.412224,144.87036,-5762723,8.84659,13.389989,1.660783,131.21289,0
100.73484,15.280907,-872217,13.683933,20.0,6.2831855,8.720223,0
81.513504,146.37152,-6995519,20.0,7.5472417,3.6525743,87.928696,1
87.4485,140.84741,-11826825,14.373714,13.612847,1.3373463,134.65958,0
71.122734,137.82298,-13170582,20.0,13.455394,0.17670703,26.851192,0
47.221645,30.421152,-10457487,3.4200072,15.607754,2.09193,70.37053,0
142.88242,144.3412,-15922143,9.479509,20.0,1.9905515,165.3911,0
107.18008,128.23161,-15859614,11.961935,16.517254,1.6330061,61.091316,0
138.56221,21.336405,-7228698,12.845501,12.241501,5.4180346,102.3446,1
95.61933,148.3536,-11655623,19.766123,20.0,6.2831855,22.672276,1
4.4678164,87.95825,-10841206,20.0,9.985203,4.7213364,62.105522,1
113.73907,122.839455,-14930385,13.317268,16.826612,3.2179372,187.42921,0
24.385887,17.829195,-15011840,18.5718,6.07515,4.262507,36.746212,1
61.250664,42.46168,-3300742,20.0,13.670062,1.1659379,45.94264,0
53.326996,41.66384,-293380,15.752296,4.2159276,2.2074661,34.133564,1
36.214436,94.11009,-6219693,13.8367605,12.402969,1.9784223,44.70042,0
98.95552,106.2402,-13431702,20.0,11.682937,3.2523074,20.480762,0
78.258644,142.26321,-12306360,15.333096,1.9580688,2.988854,214.91203,0
101.402145,87.68836,-16776147,9.8234,15.831438,0.35600454,96.94951,1
40.519634,64.40695,-14323078,9.642105,7.812602,5.6564317,44.404903,1
58.190506,34.979416,-12273870,20.0,12.659157,0.90231514,8.266428,1
5.2641993,27.339396,-1216665,20.0,15.441941,2.415678,68.579636,0
103.12412,39.18047,-11187112,13.527455,11.867873,2.4853294,180.30463,0
107.88475,25.571257,-13158143,20.0,11.377222,2.5587854,12.166449,0
107.05329,149.00845,-16733683,11.725627,8.163205,1.7671677,108.060036,1
30.304829,144.06543,-15728348,11.707071,19.22949,5.9106555,101.68231,1
141.33942,67.94149,-14438451,8.574026,7.4871,4.1603537,157.49796,1
17.504309,103.51871,-7134574,9.245951,16.544014,5.363467,32.454857,0
138.55914,76.61897,-16137277,10.764654,3.0193892,5.0078197,168.41476,1
94.75251,92.17457,-7357924,19.43858,13.856363,4.347286,25.836903,0
137.3327,64.15943,-8073747,11.117331,9.289198,2.012918,95.01267,0
100.7539,29.914677,-10577081,8.702365,3.0994182,4.0913877,59.383663,0
20.674456,81.40218,-4147473,14.581356,20.0,3.0173476,81.675125,1
80.19413,11.405813,-13308471,5.247066,12.496005,5.2214975,47.911236,1
118.448296,1.0560691,-217535,11.512461,14.632564,3.5099182,251.4043,0
7.137135,0.19836317,-9872338,16.605022,6.4364796,0.0,12.147379,0
119.01396,32.74022,-16519327,19.534254,13.944929,5.743242,4.080448,0
90.14119,66.18485,-591253,12.594625,11.962822,6.0001755,30.528679,0
50.95576,79.81096,-16383728,20.0,11.505247,4.2255983,119.885315,0
122.204605,110.5419,-4633241,5.872187,7.883528,0.71528107,18.247143,0
52.335083,0.0,-2605528,13.527006,12.207075,0.76700103,47.391518,1
83.50714,150.0,-13288444,8.607565,4.5191,6.2831855,14.515226,0
115.44289,51.187626,-9349260,7.146392,17.009735,2.6956773,185.67458,0
19.364983,111.52534,-2313657,9.004844,19.495052,3.6535456,26.649517,0
28.140057,31.550505,-8889427,0.0,9.451853,5.371144,249.74077,1
127.1468,145.04729,-14752835,19.787586,12.047006,2.161343,13.581794,0
59.41118,148.53986,-14337338,9.66051,18.867132,0.0,94.67986,0
13.447733,18.098082,-16221751,16.73916,19.812748,0.7863119,18.859566,1
11.188595,34.88025,-14876650,15.624952,16.749691,0.76356304,7.9640465,1
62.981583,5.8901925,-1645331,14.605785,7.9907866,4.9880667,122.82286,0
45.757263,138.98419,-15257023,2.1433656,14.562358,5.981777,225.53397,1
27.661718,47.253967,-2240646,4.0466933,0.0,1.425426,148.5873,1
64.5901,136.86069,-7438398,9.84162,1.6581402,0.80367935,142.02257,0
131.76328,125.84695,-11433655,8.325306,8.057626,3.8027833,86.432655,0
28.775652,35.048492,-12096798,7.5776505,3.71564,4.438101,102.61873,1
30.54673,43.668617,-4130058,19.773972,16.637112,1.3799554,15.318685,0
7.49686,86.28587,-2702608,18.9708,6.3952627,0.0,72.60371,0
2.3932629,93.48983,-10376506,14.531396,12.550426,2.1810749,100.96147,1
112.64091,5.993536,-11438474,6.5973983,17.654673,3.7846045,82.84924,0
145.66745,86.14776,-4537511,0.0,18.603529,0.0,29.974125,1
21.908245,150.0,-8147827,5.1938024,7.574559,3.9113126,166.767,1
55.71243,57.84446,-15395044,0.37358737,12.241203,4.270109,147.95943,0
127.79752,35.18934,-10531768,16.612764,7.8490896,4.406435,15.449645,0
95.732155,140.52504,-3525214,0.0,8.991525,6.2831855,67.54275,0
106.25158,98.568085,-12424390,9.355472,4.660254,4.746816,117.36978,0
9.119901,93.97953,-14640234,20.0,6.93112,1.8982517,2.6894984,1
9.339378,68.68007,-5910309,7.8565526,2.5863752,4.324187,32.12531,0
27.339573,64.064095,-7617861,14.059625,12.209271,0.21046281,42.84358,1
89.52108,147.48605,-14318055,9.362763,6.972341,2.0735931,90.72723,0
139.4455,53.906017,-15955800,2.794015,6.1767316,6.2831855,77.29582,0
73.24386,31.14102,-15585701,0.7235593,0.4380157,3.9477353,21.064014,0
7.8100324,98.95432,-9269530,0.26119506,9.993216,2.1160104,36.673965,0
85.13347,65.55249,-3362619,10.156961,10.355519,4.5921545,54.984776,0
89.76651,44.912876,-2750341,20.0,4.4834056,2.2723153,38.59182,1
75.98261,29.130543,-7556851,7.246629,5.6786456,2.8890982,32.239952,1
24.881128,114.91178,-1469113,20.0,5.8280945,1.8852512,35.73276,0
40.366226,69.13456,-14106760,0.0,2.5445817,4.1120524,0.0,1
98.17456,83.91551,-733081,17.114193,15.268203,6.2831855,23.656357,1
24.080944,26.053776,-10569395,9.376745,18.755638,0.0,13.508648,1
108.7768,66.154076,-11938739,0.0,0.6197338,5.1961904,14.950001,0
112.54287,143.1564,-6174045,1.7198508,6.78513,3.0552497,15.706793,1
138.59409,81.491714,-12989215,5.763587,5.8135595,5.0678144,233.96898,0
64.89026,38.013126,-6030180,17.709938,20.0,5.9229503,27.156221,1
42.73025,60.477047,-13715005,0.0,7.490897,0.38786158,114.60958,1
150.0,104.27114,-6072673,13.918036,2.3055882,0.0,25.957737,1
64.35397,38.509716,-6430798,5.9377737,17.733942,1.2609153,1.30628,1
91.51437,90.87887,-4937041,0.5989268,3.636244,5.6914105,194.29242,1
38.36189,85.476456,-6214506,0.0,17.997671,2.8962657,57.819614,1
21.385695,109.401215,-15451079,0.0,14.735349,1.2394768,8.242851,1
32.886665,54.46624,-2768815,12.401581,2.4575524,2.7103624,3.737883,0
19.669449,12.353641,-3743547,16.441175,4.3965955,3.4547656,146.55496,1
86.12903,38.20042,-14124958,20.0,12.26529,0.0,7.5930204,0
41.82381,22.32298,-14845272,4.7606564,0.0,5.016614,1.3284717,1
126.23309,115.172,-4169052,4.3505383,15.271522,3.1289566,23.303228,1
56.00753,58.451122,-9878542,20.0,13.806911,4.316924,8.142414,0
3.7321568,35.264015,-4410890,4.056093,14.592317,6.2831855,20.372396,0
105.92385,45.47256,-3957395,11.183842,6.5274744,2.808217,42.25023,0
53.84178,50.023468,-4108730,0.7776331,5.0329876,2.628246,92.51829,1
81.69889,68.29095,-5808717,0.52775407,14.551314,4.3329,179.0337,0
101.985016,69.795715,-12141347,13.066531,3.211961,4.2042837,10.840547,1
143.91617,6.1887145,-3658544,12.769758,11.358341,5.210289,18.439411,1
150.0,72.78563,-9637651,7.270494,14.001728,3.1945486,21.835514,0
42.993404,47.92321,-14405979,18.06251,6.307147,2.0414634,11.380952,0
5.6294827,131.78079,-11778198,9.586729,5.6880655,2.3486006,5.7434673,1
0.0,86.346725,-8797453,2.5694041,2.5569425,4.1601424,18.866982,0
55.15898,26.580189,-14829138,4.0543246,20.0,5.3683777,11.884852,0
6.73897,49.785133,-11895793,8.355458,0.0,6.23688,23.965147,0
44.260876,140.81966,-12300448,5.9429464,8.232042,1.48626,76.14082,0
32.165604,102.70288,-10573617,8.405779,2.5524094,2.6888342,18.506926,1
25.01547,36.36667,-4636336,4.8498206,4.930967,4.967854,29.32275,0
2.7639618,32.165817,-6572692,12.92425,14.797558,3.1634026,8.903326,0
46.54084,38.567196,-4396605,17.528156,0.9323637,4.8660493,64.23022,1
63.493256,135.96503,-7684692,10.962237,0.0,0.62983775,29.136883,1
120.7407,98.40442,-1600145,4.507967,4.3355317,3.9563246,21.252892,0
24.340853,112.4967,-2397009,14.196654,12.7620735,5.966157,8.164925,1
135.67705,113.53475,-12890896,0.487481,7.170865,0.28720197,70.935585,1
9.439009,148.82526,-8978049,0.3856171,1.9864713,4.0332303,147.10233,1
73.26398,54.118,-10140859,10.087558,4.4217377,1.7471577,7.2708187,0
94.72396,132.45055,-11044255,12.309668,1.7453412,2.050774,31.04069,1
120.10685,77.13692,-10537388,4.911158,8.105338,3.2496512,232.27805,0
