0,1,2,3
500.0,60.221607,-2.04558208E8,25.606026
254.5708,26.883038,-2.07419917E9,19.585247
428.1435,17.531134,6.7836416E8,9.692564
224.47354,62.329025,2.03517606E9,14.47056
199.30916,124.4905,-1.5105399E9,42.615543
217.9564,163.61263,1.1506112E9,31.424902
468.2871,73.06888,9.5077965E8,21.066986
139.23776,18.094566,1.44713818E9,20.081621
229.24553,432.17584,1.05142643E9,22.843367
457.36417,253.39575,2.81582048E8,64.19004
27.957333,161.93556,1.07383373E9,50.00392
375.42105,473.30682,-1.72500992E9,26.21583
441.4297,7.257753,3.76053376E8,28.007
139.57321,485.24902,5.5405062E8,35.536404
20.429604,326.7073,5.31790304E8,30.238678
109.63402,188.0544,1.27434752E9,96.64205
346.50537,152.21773,8.1743866E8,37.235386
0.0,168.35535,1.53459328E9,59.05018
167.37537,259.08173,36358.0,92.6274
405.20105,390.5742,-9.1963744E8,21.004185
194.71886,102.70953,1.31381862E9,32.747402
383.76102,126.08513,1.37570957E9,82.72425
125.59951,325.8061,-2.13732557E9,64.11877
252.07669,162.55125,1.03623738E9,36.744938
299.9922,475.39203,1.05314682E9,21.984848
129.19899,108.52557,1.05696173E9,39.74912
329.6297,251.00182,1.16390438E9,27.79923
187.36096,32.30871,-72545.0,21.998968
332.43274,393.6505,1.13597427E9,21.697842
296.1296,500.0,-1.86225587E9,11.772543
303.4053,422.03375,5.3584944E8,22.281488
420.77948,455.07245,7.567465E8,33.747936
136.54962,471.2148,1.50180262E9,13.598098
195.1112,254.28511,2.74076768E8,51.762436
395.81186,467.69214,5.35272928E8,29.647436
165.9334,100.4211,1.74383245E9,46.7548
75.62131,97.26399,-1.4687383E9,34.219814
192.79292,57.594696,-1.67220557E9,38.87978
122.101746,87.15906,-5.6277786E8,18.889824
296.81876,91.97908,1.0067152E9,29.68553
354.74713,469.6338,4.04372864E8,49.33672
218.89804,279.94397,1.04148986E9,15.293878
180.6379,74.93406,1.69976576E9,22.711012
457.2889,24.531738,2.45744288E8,59.464054
38.168144,239.56262,-1.52813606E9,13.308879
165.03934,435.93005,1.6777385E9,20.526953
406.29126,184.09737,-1.01019782E9,13.30285
88.982925,367.1223,-1.52678157E9,29.249535
425.63806,333.98297,2.04683955E9,42.711838
207.85387,106.82128,-1.7615849E9,15.478961
51.54221,6.196949,-1.83903731E9,28.353518
273.60342,480.41934,1.67873075E9,16.935263
398.9635,448.5592,1.91301837E9,25.306824
308.40002,488.04767,2.1153943E9,23.26083
0.0,169.27954,-8.8322867E8,41.284187
28.61381,165.9852,6.0710138E8,26.647762
392.20428,306.13068,3.02207104E8,39.315895
413.43933,489.77878,8.9966579E8,29.986965
43.265144,95.42899,5.09928448E8,49.83264
492.755,120.2369,1.83918477E9,27.629662
137.43823,91.43737,-1.62151142E9,21.07168
54.367874,120.12173,1.70246771E9,27.093758
357.32,72.76255,5.29391072E8,36.662544
401.0839,20.89875,-1.3456544E9,39.572674
155.93748,427.15945,1.53941056E9,17.066854
141.56613,428.8507,-1.9863497E9,36.279022
227.3836,63.64853,4.55795008E8,20.242414
333.0604,232.59631,9.7819955E8,34.061157
272.27817,223.17546,-1.81440832E9,34.043095
378.2491,170.32454,7.3337952E8,27.9538
388.40067,235.05115,1.01852973E9,17.231926
24.371853,55.452488,4.89112896E8,26.209852
436.0337,132.8677,1.04719149E9,9.931174
406.36325,91.328415,4.1699344E8,60.406715
381.30127,493.58734,1.84833869E9,29.515308
304.54385,167.87222,-1.09143654E9,15.674302
13.667924,286.51978,1.46271949E9,21.862616
62.187546,434.82935,8.5570406E8,33.705036
461.81406,397.6774,-9.8409712E7,22.007072
390.277,373.7011,4.06798144E8,35.207993
207.6919,0.0,-1.60147366E9,22.601385
448.35706,107.59666,1.03224198E9,16.857668
377.05374,14.1705675,-2.10694362E9,7.6940656
435.8076,285.4013,-1.86224614E9,29.159
433.5895,476.21527,8.5729741E8,42.561512
306.2302,127.25532,-1.31230426E9,11.088072
61.476185,175.52411,-1.84550669E9,25.971205
222.79683,128.2159,1.300352E9,19.27165
179.96828,165.42981,1.05140422E9,21.891932
289.94012,130.71553,-7.8693171E8,15.534327
484.11786,16.343115,7.832841E8,20.648178
112.41635,216.3571,-1.61631411E9,19.078197
389.70642,65.30441,-1.16984781E9,13.949098
94.696335,340.75748,4.68874688E8,42.823246
444.80334,385.88492,1.89109005E9,17.485846
163.16333,0.70001847,1.02349158E9,43.540943
101.888504,266.521,9.2274688E8,28.725847
494.4381,0.0,-6.356992E7,16.835785
2.2221959,333.2533,-2.10740621E9,50.713844
342.12067,452.77756,9.7143437E8,17.320734
460.57498,380.87546,1.93820557E9,28.252243
400.8002,154.60587,1.1197504E9,29.243496
148.92746,52.735928,1.15317146E9,13.745364
387.9963,379.58594,-1.65796659E9,11.715236
399.86307,423.22235,1.67864858E9,14.883395
86.86218,77.05479,1.80753958E9,14.86097
420.41443,249.49744,6.66824E8,12.90548
157.01997,250.06216,-1.07776704E9,10.4384985
0.0,229.79277,7.484777E8,46.630074
424.65308,210.46123,1.466288E9,13.767908
281.697,411.77164,9.7321651E8,27.636377
357.1729,56.396587,-1.12063232E9,11.806861
303.71817,299.36392,1.2134208E9,16.449854
254.78896,419.78955,1.11611635E9,38.53305
212.15573,24.275549,-1.96294285E9,20.284054
94.40434,375.15607,1.66049715E9,21.790054
20.366611,316.73743,9.3379981E8,33.012592
301.88058,299.69775,1.12638554E9,14.154613
84.48274,2.8094156,1.02553914E9,40.757973
180.20589,272.04678,1.6388704E9,12.895121
316.37955,389.89297,-1.79357466E9,7.905734
366.46497,64.96255,3.49865536E8,18.928493
411.026,318.47495,6.1599757E8,10.822833
374.25772,120.16174,1.49153382E9,11.154557
293.91824,0.0,-1.97456806E9,24.401478
283.75885,176.35416,4.63992192E8,33.10973
219.27852,383.63577,-4.33756416E8,18.56138
459.81113,462.03552,1.50382938E9,26.29792
173.13376,380.74335,7.640615E8,15.99196
353.77347,236.83899,-1.51510208E9,13.168057
187.08794,442.5484,-1.70145805E9,10.1529665
257.93805,396.93802,1.15624256E9,7.6981425
429.69043,127.448456,9.5590374E8,10.927118
341.044,16.84303,1.33749158E9,13.640126
45.151142,31.891178,8.7895315E8,38.809772
491.5418,245.42397,7.1019496E7,92.10756
47.50291,137.91681,1.44475981E9,23.34173
106.900215,374.3996,-1.43097856E9,35.493862
441.2015,423.1401,1.37659981E9,21.186565
348.1606,445.5814,-1.46901184E9,15.175069
142.36394,18.50201,2.94274368E8,30.201221
185.5345,139.58469,1.83117491E9,12.191779
392.4421,192.65553,-1.21536864E8,12.545371
345.30038,48.065228,8.7520064E8,13.134579
127.80916,25.30436,1.916112E9,9.474439
363.1323,153.93889,-1.86404045E9,35.40851
141.21422,159.96924,-2.10104358E9,13.047391
402.45776,142.74341,8.014487E8,13.494582
122.217285,270.36078,2.08740186E9,7.440525
214.90483,171.00995,-2.03001062E9,19.09678
92.72395,55.081768,7.3952851E8,25.54685
449.94345,294.60284,9.9566496E8,30.08756
363.77753,314.4472,7.1149811E8,15.0395565
297.53586,394.94852,9.0624922E8,31.78064
56.49224,1.6701088,-1.0343193E9,19.984138
9.732905,63.737804,2.94060224E8,18.670544
243.66922,191.59126,-1.94617434E9,16.28266
68.754326,119.91486,-1.35032653E9,11.81925
384.15308,25.584953,5.2867888E8,40.569393
440.19128,16.860199,1.90051994E9,8.8979
277.15512,100.456154,1.05697766E9,14.492382
256.68845,175.12491,2.05514394E9,13.72889
441.51648,331.37347,-4.61471712E8,15.77872
353.36304,25.738523,1.05414086E9,34.679592
379.57013,86.88897,1.20819328E9,16.748877
207.8952,380.0849,-4.10011104E8,5.5970173
337.90582,228.2678,6.9715853E8,9.062999
120.46029,29.74919,7.3085926E8,8.971314
239.41115,66.75795,8.1726451E8,9.076117
230.27603,45.35288,-9.1339014E8,7.707477
172.64137,97.38752,4.87145088E8,19.185076
237.01488,274.8606,2.12491789E9,13.550824
226.71545,12.028507,1.41479962E9,23.086477
480.0171,0.93377715,-6.2068173E8,15.801117
470.14142,252.59431,6.2411962E8,32.518906
377.12033,350.8203,1.01414771E9,39.84712
185.6315,322.24405,-1.42239334E9,42.13345
289.75082,132.31085,8.5894669E8,16.160212
294.82355,341.36066,5.2856736E8,25.511099
416.88385,78.782845,1.26226483E9,54.459145
0.0,213.86974,6.6975776E8,31.552353
373.61066,155.3497,4.8032432E8,19.988264
418.91998,118.88077,1.34209242E9,21.798265
232.32857,85.29864,-1.35942054E9,15.758441
136.66638,113.80018,-1.35954432E9,9.301398
499.01132,229.47917,1.99974259E9,9.741451
352.7058,437.43756,1.97261197E9,18.12077
32.816875,494.31104,2.271864E8,49.593235
255.81468,213.9752,-3.38099424E8,13.286801
248.88718,490.71567,1.09665293E9,17.847382
94.60434,98.89058,-1.53192115E9,7.239876
72.72148,252.80598,1.99147866E9,10.467593
164.2501,152.48088,1.00090643E9,13.739972
341.9529,114.7495,-8.0532358E8,13.359379
328.829,246.40063,-2.13067853E9,22.908686
92.933876,47.896618,4.65292832E8,26.41942
400.0862,499.6432,-1.86119987E9,12.539873
191.87862,97.588356,-1.85319936E9,17.820936
223.28362,145.6822,-2.00084608E9,12.724752
288.79382,483.08813,-2.00542886E9,13.462135
363.3211,248.31378,7.4763475E8,36.99617
98.76591,86.96395,-2.14042163E9,14.910347
105.808395,284.23804,-1.89647347E9,21.937403
57.50099,215.02553,3.98673408E8,27.750248
318.0992,283.58047,-2.04207296E9,20.869112
457.82385,49.226986,1.53462669E9,14.580986
216.48944,72.94691,2.13623373E9,8.803244
201.49997,48.857265,1.44435763E9,28.435726
481.88535,96.6402,2.00208973E9,29.471786
197.30026,151.12529,2.05654272E9,8.098857
391.26053,213.46622,-8.258503E8,14.127383
457.98917,336.43173,-1.61838256E8,19.205175
271.43692,256.2733,2.31943376E8,45.758045
485.804,357.10324,6.6857613E8,31.974628
106.27174,427.8165,1.17176666E9,26.238615
454.1614,146.91994,-1.2899351E9,3.2014785
54.897106,4.369209,9.3104186E8,40.546383
43.873722,377.97314,1.59523277E9,43.598312
234.81633,179.09996,9.0583309E8,33.678192
208.9756,76.670166,1.23767949E9,14.707782
57.01651,262.3289,-1.20389632E8,20.572557
197.4927,409.99142,5.00357952E8,18.649343
392.83298,97.87187,-1.61050253E9,8.331877
411.5579,179.58122,3.76837472E8,66.15597
3.7058034,3.8258736,1.14512602E9,19.964851
466.11865,99.99123,-9.0596557E8,29.707935
256.04547,445.70886,-5.5205094E8,10.6760435
270.79608,254.02795,1.27241958E9,10.1058235
425.46472,308.4128,5.23741632E8,19.964655
12.725364,87.08263,1.00665104E8,31.211615
183.98732,141.5297,1.95448013E9,22.094744
179.04764,48.14976,1.28064691E9,21.272049
440.86923,331.43015,1.04180294E9,16.969112
402.73135,19.54858,1.02598387E9,9.684947
340.62173,189.59927,1.8374857E9,13.891097
462.4651,463.54468,8.2927776E8,28.703596
117.55492,274.6672,-1.68029478E9,7.9153666
339.3238,190.06079,1.4414048E9,16.697737
40.199203,404.86267,2.17048032E8,23.564146
500.0,65.353546,-5.033824E8,25.047058
314.97058,219.65097,-1.0554697E9,6.3203998
472.984,70.81098,1.2195401E9,15.388644
155.62825,77.339264,1.57620595E9,23.408546
196.61597,468.40488,-2.11703923E9,6.730224
388.43472,458.8854,1.04235002E9,23.892632
141.54993,45.263527,5.8658957E8,15.217965
0.33148262,70.48222,1.05057939E9,38.45094
146.67886,357.9963,1.78836224E9,6.8744087
81.309784,87.68059,3.6071552E8,14.374496
411.92355,289.7622,1.92944947E9,24.09238
135.89468,2.5760024,4.65587264E8,15.5705805
492.53418,417.95862,1.64418125E9,19.167408
207.397,89.22455,-1.2132297E9,15.2293215
189.92458,457.7316,5.36049792E8,12.468122
406.7614,402.471,2.9922848E8,36.838673
440.99432,200.98016,-3.75783424E8,16.171211
240.13019,360.8356,5.6589376E8,13.867612
63.169365,369.6011,1.1463831E9,23.971373
145.2671,139.2241,1.59116941E9,15.058169
217.9312,50.510925,-6.0688365E8,12.392557
33.035152,211.90796,-2.14739085E9,6.115182
257.19577,366.68326,1.62117146E9,5.0777264
241.77095,20.39968,6.6182835E8,31.71107
296.28683,72.40687,-1.16347443E9,16.084965
330.36465,328.76996,2.25199856E8,16.325548
123.45388,56.723034,6.2305306E8,20.867294
396.0008,307.63632,7.115593E8,15.045898
129.65686,38.20796,5.8260237E8,32.397743
368.2447,96.56315,1.77803853E9,23.551886
219.72192,269.92444,6.840656E8,37.51056
183.39935,497.54126,5.7789824E8,40.57362
246.03166,493.77725,4.98484128E8,23.697336
438.34308,428.8252,9.4069626E8,8.059661
156.9256,213.36118,1.07819827E9,59.19096
115.71758,74.72001,-7.0832448E8,15.300267
20.613277,303.11432,6.1773658E8,25.182327
497.5272,207.49104,6.9499808E8,15.1989765
311.83157,437.3216,9.7610061E8,21.612923
414.30423,487.8784,1.51383834E9,12.439336
298.5351,96.3824,1.73004723E9,12.071016
101.46315,309.8571,1.99327744E9,27.347006
147.25417,491.7596,-7.5219706E8,8.764421
489.21835,325.68307,7.4127245E8,9.644671
99.07,56.61154,1.75197926E9,5.6470428
396.8032,434.4018,5.0611504E8,10.416573
0.0,83.80999,1.05564563E9,27.219582
333.36917,145.99152,-1.59503194E9,13.861047
172.29329,254.81482,-5.08700992E8,5.511188
261.48044,392.28653,7.2835066E8,11.018648
186.89731,75.8248,1.86254694E9,11.571747
397.65952,408.64407,2.08926784E9,25.684517
297.73993,218.47066,1.15594586E9,15.441076
295.14667,89.64324,1.72391488E9,7.756883
267.88626,125.271324,-1.12762022E9,23.610975
363.5828,392.87717,1.51214566E9,14.100264
78.52713,192.3939,-3.7101632E8,12.531197
367.77213,223.72282,-8.1313158E8,10.916789
367.89062,223.65161,-2.11679245E9,14.018495
173.81528,41.82478,2.11287117E9,18.924158
259.545,475.08847,1.05005427E9,20.60616
482.6978,26.068167,1.27091072E9,11.85653
362.9229,176.2117,1.94319117E9,15.239621
280.69537,364.8816,-1.6588992E9,9.932269
249.08353,15.082543,-3.60474784E8,7.897642
172.81905,108.624626,9.2886048E8,15.271906
180.87614,70.35465,1.98720179E9,15.368529
264.79828,281.57495,1.55490714E9,49.323692
341.80804,271.16037,8.5901939E8,6.426963
382.41022,308.82324,8.6464442E8,18.65963
375.30045,244.22476,9.5142304E8,8.582092
364.411,405.4928,1.93340518E9,15.650676
489.28766,225.31194,2.11407181E9,17.937788
280.7427,13.863946,-7.9096096E8,37.656635
94.75511,421.3052,2.66908608E8,28.563446
52.907692,237.62192,7.951849E8,6.3837395
171.44398,418.3372,1.50037466E9,12.189876
182.08295,470.6013,3.84847392E8,26.639082
491.10007,324.74936,9.3771712E8,11.018946
253.75989,26.520798,1.3791209E9,17.101349
348.8185,12.947779,-7.1410957E8,12.716038
318.76892,214.2877,4.04367872E8,22.603382
412.06033,228.51071,-1.65062618E9,15.562217
115.57891,485.32568,1.45018752E8,29.23677
280.52362,138.64677,4.84554208E8,4.870636
148.06818,255.10704,-1.14313869E9,11.260966
106.43974,63.830704,1.754536E8,37.279865
364.10632,374.70667,5.00013696E8,14.789341
139.73126,89.05989,4.20638208E8,24.476244
237.03825,294.18103,-1.14580211E9,6.987129
283.22324,337.8101,1.06422253E9,13.66756
168.77042,78.830765,1.94055373E9,7.3548837
388.64218,458.6798,1.00193651E9,23.733194
120.73617,48.947002,1.34268576E8,64.27293
207.63417,399.1486,5.34437504E8,29.094343
240.06317,129.06517,9.6616109E8,20.783915
385.5663,30.74184,1.08083302E9,6.447872
98.20222,172.85805,1.08211981E9,13.326499
441.71292,187.57217,1.90809843E9,16.269281
457.0232,43.713158,4.8488144E8,56.861073
299.35406,81.78206,-2.01825984E9,12.293485
371.0183,201.22557,-1.45270669E9,8.781624
214.94426,17.820747,2.13070272E9,13.9636345
221.73018,412.11786,1.16117914E9,21.153557
210.81084,134.55478,-7.6864845E8,16.88093
90.706345,15.139899,1.17888218E9,10.214401
94.010284,381.76062,8.3704179E8,13.355946
220.8494,310.2265,5.28168E8,15.149233
8.088799,71.045364,1.85201584E8,20.667921
500.0,454.26038,1.49410304E9,11.818008
269.1508,493.44983,2.06473728E9,10.80861
169.09651,249.63374,-1.93330957E9,17.056185
56.748127,105.808304,9.8800563E8,28.158651
83.05277,93.83279,1.08302797E9,27.842215
199.7149,250.33134,2.85286208E8,48.22285
485.59955,98.63574,4.83180224E8,18.039263
208.46036,10.148053,2.00094566E9,10.5298
379.37012,376.69305,-1.0041833E9,7.5536585
217.33427,404.78763,7.4080813E8,18.048594
256.99625,133.12613,-1.78065242E9,4.663913
24.792416,118.158035,-1.80535885E9,34.203773
83.60967,1.4818779,1.87115482E9,16.157656
497.45157,236.15193,1.03828141E9,16.46669
305.5486,298.05154,8.7862931E8,16.39638
304.4785,461.91043,-2.05575744E9,8.444614
381.05157,479.2953,1.46523226E9,10.092562
167.83282,52.487057,1.41979136E8,6.8480706
234.43173,157.9095,1.00145062E9,43.5521
238.61137,215.79285,-2.08230106E9,16.41726
483.83142,388.54916,1.25027776E9,15.288741
440.02954,171.01988,-1.68209472E9,14.727437
462.2127,59.305172,1.00658368E9,10.027465
168.53012,248.7618,9.0502989E8,15.3782215
298.75287,429.3068,6.8071622E8,23.701767
196.43587,68.105156,-1.98267046E9,15.180309
270.21753,456.8574,3.10050976E8,21.170538
113.93438,202.2607,1.69053235E9,8.307343
374.92508,62.737644,1.06092467E9,17.492168
174.12321,74.96442,3.52755264E8,24.199684
271.41513,253.95018,7.7839994E8,10.492148
217.43742,173.22673,9.9245658E8,14.816092
347.06308,163.87144,1.95917862E9,16.936842
143.4766,139.28133,1.23954061E9,14.1718445
171.93307,449.39645,1.6000304E8,8.377854
